Frame 0: Cars=2, Status=3 points (Congested), Density=0.06, AvgSpeed=10.95, Score=3
Frame 888: Cars=4, Status=3 points (Congested), Density=0.09, AvgSpeed=5.10, Score=3
Frame 889: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.12, Score=3
Frame 890: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.11, Score=3
Frame 891: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.13, Score=3
Frame 892: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.14, Score=3
Frame 893: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.12, Score=3
Frame 894: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.13, Score=3
Frame 895: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.13, Score=3
Frame 896: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.11, Score=3
Frame 897: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.12, Score=3
Frame 898: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.13, Score=3
Frame 899: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.12, Score=3
Frame 900: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.14, Score=3
Frame 901: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.16, Score=3
Frame 902: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.15, Score=3
Frame 903: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.19, Score=3
Frame 904: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.21, Score=3
Frame 905: Cars=5, Status=3 points (Congested), Density=0.13, AvgSpeed=5.18, Score=3
Frame 906: Cars=6, Status=3 points (Congested), Density=0.13, AvgSpeed=5.22, Score=3
Frame 907: Cars=6, Status=3 points (Congested), Density=0.13, AvgSpeed=5.24, Score=3
Frame 908: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.24, Score=3
Frame 909: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.28, Score=3
Frame 910: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.31, Score=3
Frame 911: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=5.31, Score=4
Frame 912: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=5.36, Score=4
Frame 913: Cars=6, Status=4 points (Congested), Density=0.15, AvgSpeed=5.38, Score=4
Frame 914: Cars=6, Status=4 points (Congested), Density=0.15, AvgSpeed=5.38, Score=4
Frame 915: Cars=6, Status=4 points (Congested), Density=0.15, AvgSpeed=5.40, Score=4
Frame 916: Cars=6, Status=3 points (Congested), Density=0.15, AvgSpeed=5.46, Score=3
Frame 917: Cars=6, Status=3 points (Congested), Density=0.15, AvgSpeed=5.45, Score=3
Frame 918: Cars=6, Status=3 points (Congested), Density=0.16, AvgSpeed=5.45, Score=3
Frame 919: Cars=6, Status=3 points (Congested), Density=0.16, AvgSpeed=5.48, Score=3
Frame 920: Cars=7, Status=3 points (Congested), Density=0.16, AvgSpeed=5.47, Score=3
Frame 921: Cars=7, Status=3 points (Congested), Density=0.16, AvgSpeed=5.49, Score=3
Frame 922: Cars=7, Status=3 points (Congested), Density=0.16, AvgSpeed=5.52, Score=3
Frame 923: Cars=7, Status=3 points (Congested), Density=0.17, AvgSpeed=5.54, Score=3
Frame 924: Cars=7, Status=3 points (Congested), Density=0.17, AvgSpeed=5.55, Score=3
Frame 925: Cars=7, Status=3 points (Congested), Density=0.17, AvgSpeed=5.57, Score=3
Frame 926: Cars=7, Status=3 points (Congested), Density=0.17, AvgSpeed=5.56, Score=3
Frame 927: Cars=7, Status=3 points (Congested), Density=0.17, AvgSpeed=5.59, Score=3
Frame 928: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.60, Score=4
Frame 929: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.60, Score=4
Frame 930: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.68, Score=4
Frame 931: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.71, Score=4
Frame 932: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.70, Score=4
Frame 933: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.75, Score=4
Frame 934: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.76, Score=4
Frame 935: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.73, Score=4
Frame 936: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.75, Score=4
Frame 937: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.77, Score=4
Frame 938: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.75, Score=4
Frame 939: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.77, Score=4
Frame 940: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.77, Score=4
Frame 941: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.76, Score=4
Frame 942: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.78, Score=4
Frame 943: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.79, Score=4
Frame 944: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.79, Score=4
Frame 945: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.80, Score=4
Frame 946: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.83, Score=4
Frame 947: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.81, Score=4
Frame 948: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.81, Score=4
Frame 949: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.82, Score=4
Frame 950: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.80, Score=4
Frame 951: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.80, Score=4
Frame 952: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.80, Score=4
Frame 953: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.77, Score=4
Frame 954: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.76, Score=4
Frame 955: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.75, Score=4
Frame 956: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.70, Score=4
Frame 957: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.70, Score=4
Frame 958: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.67, Score=4
Frame 959: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.63, Score=4
Frame 960: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.64, Score=4
Frame 961: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.63, Score=4
Frame 962: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.58, Score=4
Frame 963: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.58, Score=4
Frame 964: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.58, Score=4
Frame 965: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.55, Score=4
Frame 966: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.53, Score=4
Frame 967: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.54, Score=4
Frame 968: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.52, Score=4
Frame 969: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.52, Score=4
Frame 970: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.52, Score=4
Frame 971: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.48, Score=4
Frame 972: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.49, Score=4
Frame 973: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.45, Score=4
Frame 974: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.43, Score=4
Frame 975: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.46, Score=4
Frame 976: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.45, Score=4
Frame 977: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.42, Score=4
Frame 978: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.42, Score=4
Frame 979: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.42, Score=4
Frame 980: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 981: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 982: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 983: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.31, Score=4
Frame 984: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.34, Score=4
Frame 985: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 986: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.36, Score=4
Frame 987: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 988: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.39, Score=4
Frame 989: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.37, Score=4
Frame 990: Cars=9, Status=4 points (Congested), Density=0.18, AvgSpeed=5.38, Score=4
Frame 991: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.38, Score=4
Frame 992: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 993: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.38, Score=4
Frame 994: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 995: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.36, Score=4
Frame 996: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 997: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 998: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.35, Score=4
Frame 999: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 1000: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.38, Score=4
Frame 1001: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 1002: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.39, Score=4
Frame 1003: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.39, Score=4
Frame 1004: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.37, Score=4
Frame 1005: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.40, Score=4
Frame 1006: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.42, Score=4
Frame 1007: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.40, Score=4
Frame 1008: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.42, Score=4
Frame 1009: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.43, Score=4
Frame 1010: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.42, Score=4
Frame 1011: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.43, Score=4
Frame 1012: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.43, Score=4
Frame 1013: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.43, Score=4
Frame 1014: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.44, Score=4
Frame 1015: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.45, Score=4
Frame 1016: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.43, Score=4
Frame 1017: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.45, Score=4
Frame 1018: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.46, Score=4
Frame 1019: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.44, Score=4
Frame 1020: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.44, Score=4
Frame 1021: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.44, Score=4
Frame 1022: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.41, Score=4
Frame 1023: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.42, Score=4
Frame 1024: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.41, Score=4
Frame 1025: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.37, Score=4
Frame 1026: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.38, Score=4
Frame 1027: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1028: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.39, Score=4
Frame 1029: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1030: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.41, Score=4
Frame 1031: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1032: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.42, Score=4
Frame 1033: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.43, Score=4
Frame 1034: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1035: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.38, Score=4
Frame 1036: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.38, Score=4
Frame 1037: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.37, Score=4
Frame 1038: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1039: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.41, Score=4
Frame 1040: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.40, Score=4
Frame 1041: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.42, Score=4
Frame 1042: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.79, Score=4
Frame 1043: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.78, Score=4
Frame 1044: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.83, Score=4
Frame 1045: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.84, Score=4
Frame 1046: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.83, Score=4
Frame 1047: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.89, Score=4
Frame 1048: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.89, Score=4
Frame 1049: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.89, Score=4
Frame 1050: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.92, Score=4
Frame 1051: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.94, Score=4
Frame 1052: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.93, Score=4
Frame 1053: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.99, Score=4
Frame 1054: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=6.02, Score=4
Frame 1055: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.01, Score=4
Frame 1056: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.04, Score=4
Frame 1057: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.06, Score=4
Frame 1058: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.05, Score=4
Frame 1059: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.08, Score=4
Frame 1060: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.06, Score=4
Frame 1061: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.05, Score=4
Frame 1062: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.08, Score=4
Frame 1063: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.07, Score=4
Frame 1064: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.05, Score=4
Frame 1065: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.07, Score=4
Frame 1066: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.08, Score=4
Frame 1067: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.05, Score=4
Frame 1068: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=6.08, Score=4
Frame 1069: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=6.09, Score=4
Frame 1070: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=6.08, Score=4
Frame 1071: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=6.11, Score=4
Frame 1072: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=6.14, Score=4
Frame 1073: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.16, Score=4
Frame 1074: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.19, Score=4
Frame 1075: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.21, Score=4
Frame 1076: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.20, Score=4
Frame 1077: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=6.24, Score=4
Frame 1078: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.26, Score=3
Frame 1079: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.25, Score=3
Frame 1080: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.27, Score=3
Frame 1081: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.27, Score=3
Frame 1082: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.27, Score=3
Frame 1083: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.28, Score=3
Frame 1084: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.30, Score=3
Frame 1085: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.29, Score=3
Frame 1086: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.30, Score=3
Frame 1087: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.31, Score=3
Frame 1088: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.29, Score=3
Frame 1089: Cars=8, Status=3 points (Congested), Density=0.19, AvgSpeed=6.32, Score=3
Frame 1090: Cars=8, Status=3 points (Congested), Density=0.18, AvgSpeed=6.33, Score=3
Frame 1091: Cars=8, Status=3 points (Congested), Density=0.18, AvgSpeed=6.31, Score=3
Frame 1092: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.96, Score=4
Frame 1093: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.96, Score=4
Frame 1094: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.90, Score=4
Frame 1095: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.90, Score=4
Frame 1096: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.88, Score=4
Frame 1097: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.81, Score=4
Frame 1098: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.80, Score=4
Frame 1099: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.78, Score=4
Frame 1100: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.73, Score=4
Frame 1101: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.70, Score=4
Frame 1102: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.68, Score=4
Frame 1103: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.63, Score=4
Frame 1104: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.63, Score=4
Frame 1105: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.62, Score=4
Frame 1106: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.58, Score=4
Frame 1107: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.58, Score=4
Frame 1108: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.57, Score=4
Frame 1109: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.53, Score=4
Frame 1110: Cars=7, Status=4 points (Congested), Density=0.19, AvgSpeed=5.53, Score=4
Frame 1111: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.53, Score=4
Frame 1112: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.51, Score=4
Frame 1113: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.50, Score=4
Frame 1114: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.50, Score=4
Frame 1115: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.47, Score=4
Frame 1116: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.46, Score=4
Frame 1117: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.46, Score=4
Frame 1118: Cars=7, Status=4 points (Congested), Density=0.21, AvgSpeed=5.43, Score=4
Frame 1119: Cars=7, Status=4 points (Congested), Density=0.21, AvgSpeed=5.42, Score=4
Frame 1120: Cars=7, Status=4 points (Congested), Density=0.21, AvgSpeed=5.43, Score=4
Frame 1121: Cars=7, Status=4 points (Congested), Density=0.21, AvgSpeed=5.39, Score=4
Frame 1122: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.39, Score=4
Frame 1123: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.37, Score=4
Frame 1124: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.33, Score=4
Frame 1125: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.32, Score=4
Frame 1126: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.31, Score=4
Frame 1127: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.27, Score=4
Frame 1128: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.25, Score=4
Frame 1129: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.25, Score=4
Frame 1130: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.22, Score=4
Frame 1131: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.24, Score=4
Frame 1132: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.23, Score=4
Frame 1133: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.20, Score=4
Frame 1134: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.19, Score=4
Frame 1135: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.18, Score=4
Frame 1136: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.14, Score=4
Frame 1137: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.12, Score=4
Frame 1138: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.10, Score=4
Frame 1139: Cars=7, Status=4 points (Congested), Density=0.20, AvgSpeed=5.05, Score=4
Frame 1140: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.03, Score=4
Frame 1141: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.02, Score=4
Frame 1142: Cars=8, Status=4 points (Congested), Density=0.21, AvgSpeed=4.97, Score=4
Frame 1143: Cars=8, Status=4 points (Congested), Density=0.21, AvgSpeed=4.97, Score=4
Frame 1144: Cars=8, Status=4 points (Congested), Density=0.21, AvgSpeed=4.96, Score=4
Frame 1145: Cars=8, Status=4 points (Congested), Density=0.21, AvgSpeed=4.94, Score=4
Frame 1146: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.95, Score=4
Frame 1147: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.94, Score=4
Frame 1148: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.93, Score=4
Frame 1149: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.94, Score=4
Frame 1150: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.95, Score=4
Frame 1151: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.93, Score=4
Frame 1152: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=4.96, Score=4
Frame 1153: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.93, Score=4
Frame 1154: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.90, Score=4
Frame 1155: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.91, Score=4
Frame 1156: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.90, Score=4
Frame 1157: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=4.86, Score=4
Frame 1158: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=4.86, Score=4
Frame 1159: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=4.91, Score=4
Frame 1160: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=4.87, Score=4
Frame 1161: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=4.85, Score=4
Frame 1162: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=4.84, Score=4
Frame 1163: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=4.81, Score=4
Frame 1164: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=4.81, Score=4
Frame 1165: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=4.79, Score=4
Frame 1166: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=4.77, Score=4
Frame 1167: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=4.75, Score=4
Frame 1168: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=4.78, Score=4
Frame 1169: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=4.75, Score=4
Frame 1170: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=4.74, Score=4
Frame 1171: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=4.74, Score=4
Frame 1172: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=4.73, Score=4
Frame 1173: Cars=7, Status=4 points (Congested), Density=0.14, AvgSpeed=4.74, Score=4
Frame 1174: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=4.74, Score=4
Frame 1175: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=4.72, Score=4
Frame 1176: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=4.72, Score=4
Frame 1177: Cars=6, Status=4 points (Congested), Density=0.14, AvgSpeed=4.72, Score=4
Frame 1178: Cars=6, Status=4 points (Congested), Density=0.13, AvgSpeed=4.70, Score=4
Frame 1179: Cars=6, Status=4 points (Congested), Density=0.13, AvgSpeed=4.70, Score=4
Frame 1180: Cars=6, Status=4 points (Congested), Density=0.13, AvgSpeed=4.70, Score=4
